student_id,assigned,hours_used,exam_score,female,field,gpa_prior
318,0,0.0,59.8,0,SocialSciences,2.65
649,1,11.7,89.8,1,SocialSciences,2.21
1435,0,0.0,80.6,0,STEM,2.43
1480,0,0.0,57.7,0,Humanities,2.4
710,1,0.0,68.8,1,SocialSciences,2.5
1383,0,0.0,53.3,0,STEM,1.93
1283,1,4.4,48.2,1,SocialSciences,1.71
973,1,0.0,38.7,0,Humanities,1.88
628,0,0.0,55.6,1,STEM,1.9
633,0,0.0,46.0,0,SocialSciences,2.36
1307,0,0.0,42.2,1,SocialSciences,2.64
1401,1,10.1,69.9,1,Humanities,2.8
1409,0,0.0,65.4,1,SocialSciences,3.15
1249,1,5.8,84.6,0,SocialSciences,2.66
1953,1,11.3,78.4,0,Humanities,2.84
1255,0,0.0,65.7,1,Humanities,2.85
1497,0,0.0,58.3,1,SocialSciences,2.09
1372,1,3.8,49.0,0,Humanities,2.47
1530,1,8.6,75.6,0,Humanities,3.1
1664,1,18.9,100.0,1,SocialSciences,3.59
1355,1,8.9,64.4,0,STEM,2.4
1926,1,10.9,81.5,1,STEM,2.45
1901,0,0.0,36.6,1,STEM,1.67
1644,0,0.0,56.6,0,SocialSciences,2.73
1849,1,8.9,79.0,0,STEM,2.81
796,0,0.0,65.6,1,Humanities,2.75
646,0,0.0,62.8,0,Humanities,3.25
1013,0,0.0,54.6,0,STEM,2.94
1840,0,0.0,43.8,0,STEM,2.31
557,0,0.0,43.7,1,Humanities,2.06
682,1,12.5,75.8,0,STEM,2.81
578,1,9.2,80.4,0,SocialSciences,1.78
1110,0,0.0,59.6,1,STEM,2.2
1267,1,0.0,52.3,0,SocialSciences,2.48
1723,0,0.0,48.7,1,Humanities,2.37
1184,0,0.0,59.8,0,SocialSciences,2.54
525,0,0.0,49.2,0,Humanities,2.29
1060,0,0.0,49.5,0,STEM,2.44
541,0,0.0,65.8,1,STEM,2.99
1195,1,4.3,62.6,1,STEM,1.65
1679,0,0.0,68.1,0,SocialSciences,3.3
749,1,12.5,96.8,1,SocialSciences,2.94
1852,0,0.0,74.4,0,STEM,3.24
1431,0,0.0,62.4,0,Humanities,2.43
485,0,0.0,48.1,0,SocialSciences,2.75
1758,1,12.2,88.5,1,Humanities,2.68
96,0,0.0,62.4,1,STEM,2.71
1021,1,3.8,55.3,0,STEM,1.57
564,0,0.0,77.2,1,SocialSciences,3.12
1265,0,0.0,63.7,1,Humanities,2.67
743,1,11.3,95.0,1,SocialSciences,2.88
864,0,0.0,31.6,1,SocialSciences,2.04
1599,0,0.0,64.7,1,STEM,2.17
1715,1,6.4,68.1,0,Humanities,3.1
1485,0,0.0,56.4,1,STEM,3.17
892,0,0.0,72.3,0,SocialSciences,2.95
1578,0,0.0,55.8,0,STEM,2.88
1039,1,0.0,41.1,0,Humanities,2.42
207,1,6.0,58.4,1,STEM,1.79
393,0,0.0,48.2,0,Humanities,2.07
795,1,17.0,95.7,1,SocialSciences,3.15
871,0,0.0,53.5,0,SocialSciences,2.94
398,1,11.2,83.5,0,SocialSciences,2.15
767,0,0.0,54.0,1,SocialSciences,2.75
1842,1,12.1,69.2,0,STEM,2.12
1242,1,7.9,60.6,0,Humanities,3.18
1029,1,8.4,92.6,0,SocialSciences,4.0
1793,1,10.9,87.7,1,SocialSciences,2.23
643,1,0.0,46.3,1,Humanities,2.28
1892,1,12.7,96.1,1,STEM,3.14
613,0,0.0,65.3,0,STEM,2.48
1763,0,0.0,61.0,0,STEM,1.7
961,1,10.8,73.0,0,STEM,3.04
1571,0,0.0,40.9,0,SocialSciences,2.4
726,0,0.0,80.6,1,STEM,3.25
684,1,8.7,60.1,0,STEM,1.85
99,1,9.9,76.6,1,SocialSciences,2.93
805,1,4.1,62.0,0,SocialSciences,2.91
1752,1,0.0,62.9,0,SocialSciences,3.06
1598,1,15.0,84.8,1,STEM,1.92
407,1,5.9,68.1,0,STEM,1.97
503,0,0.0,69.6,1,Humanities,2.82
1072,0,0.0,47.2,1,SocialSciences,2.12
1057,0,0.0,56.2,1,STEM,2.36
930,0,0.0,57.9,0,Humanities,3.33
780,0,0.0,73.0,1,SocialSciences,2.35
201,0,0.0,52.2,0,STEM,2.51
135,0,0.0,54.0,1,SocialSciences,2.73
1052,1,10.5,75.6,1,STEM,2.64
41,1,11.6,62.6,1,SocialSciences,2.05
1018,0,0.0,55.5,0,SocialSciences,3.24
231,0,0.0,59.0,1,STEM,1.87
1514,0,0.0,44.7,1,SocialSciences,1.25
1797,1,9.4,100.0,1,STEM,2.82
379,0,0.0,48.6,0,STEM,1.6
289,1,7.8,67.6,1,Humanities,2.16
419,0,0.0,60.1,1,STEM,1.79
1699,0,0.0,51.1,1,STEM,1.73
392,1,14.6,85.4,1,STEM,3.2
593,1,8.0,81.9,0,SocialSciences,2.22
1523,1,0.0,46.3,1,SocialSciences,2.51
1163,1,0.0,72.3,0,STEM,2.73
1087,1,11.0,78.4,0,STEM,2.72
1496,1,12.3,92.5,0,STEM,2.63
648,1,2.3,57.8,0,Humanities,1.87
1153,0,0.0,59.7,1,SocialSciences,2.59
1368,1,12.6,78.8,0,STEM,2.58
521,0,0.0,73.0,1,SocialSciences,2.99
1863,1,12.7,68.7,1,SocialSciences,2.67
65,0,0.0,78.7,1,STEM,3.54
1837,1,9.6,71.4,1,Humanities,2.69
15,0,0.0,71.1,0,STEM,3.62
1181,0,0.0,73.9,1,STEM,2.08
1065,1,0.0,68.8,0,STEM,2.73
493,1,10.0,58.5,0,STEM,2.29
380,0,0.0,74.6,0,STEM,3.21
188,1,9.3,85.5,0,STEM,3.47
764,1,0.0,48.6,1,STEM,1.85
217,1,3.6,60.7,0,STEM,2.41
792,0,0.0,46.3,1,SocialSciences,2.88
1077,0,0.0,43.9,0,SocialSciences,1.83
879,1,0.0,57.6,1,SocialSciences,2.51
338,1,0.0,55.9,1,Humanities,1.89
1773,1,7.4,58.2,1,STEM,1.73
720,0,0.0,53.1,1,SocialSciences,2.23
1749,0,0.0,45.8,1,SocialSciences,2.5
296,1,7.8,70.5,1,STEM,2.28
1726,1,14.9,91.1,1,SocialSciences,2.73
1017,0,0.0,64.2,0,STEM,2.33
1276,0,0.0,48.9,0,Humanities,2.37
1751,0,0.0,86.8,1,SocialSciences,3.56
1486,0,0.0,49.3,1,SocialSciences,2.93
456,0,0.0,43.6,0,STEM,2.58
1997,1,3.6,48.5,1,Humanities,1.86
816,0,0.0,42.7,0,Humanities,2.16
1887,1,14.3,92.5,0,STEM,2.49
270,1,7.2,59.4,0,Humanities,2.53
996,0,0.0,54.2,1,Humanities,2.73
202,0,0.0,70.2,1,STEM,3.7
162,1,8.9,67.7,0,SocialSciences,2.84
1580,0,0.0,58.9,1,STEM,2.52
730,1,0.0,44.2,1,Humanities,1.91
402,0,0.0,68.1,1,STEM,2.35
703,0,0.0,48.6,0,Humanities,1.35
1501,1,6.5,60.2,0,STEM,2.17
1846,1,6.6,67.8,0,Humanities,2.46
1796,1,7.1,71.9,1,SocialSciences,2.97
1130,0,0.0,61.7,1,Humanities,2.64
566,0,0.0,67.7,1,Humanities,2.86
1414,0,0.0,67.9,1,Humanities,2.91
1022,0,0.0,66.9,1,STEM,2.8
1026,0,0.0,73.3,0,Humanities,2.7
1412,0,0.0,58.4,0,Humanities,2.7
1896,1,0.0,79.5,1,SocialSciences,2.78
1586,1,11.3,74.1,0,STEM,2.56
1105,1,0.0,46.5,0,STEM,1.98
206,1,10.5,73.2,1,SocialSciences,2.7
35,0,0.0,55.8,0,SocialSciences,2.81
776,0,0.0,54.9,1,Humanities,2.27
509,0,0.0,60.8,1,Humanities,2.55
1452,0,0.0,55.0,0,STEM,1.9
1479,0,0.0,60.6,0,SocialSciences,2.3
1971,1,2.8,45.5,0,Humanities,2.04
1391,0,0.0,51.0,0,SocialSciences,2.1
92,1,7.0,51.2,1,STEM,1.39
1364,0,0.0,66.8,1,SocialSciences,1.72
898,1,12.6,78.1,0,SocialSciences,2.8
565,1,6.2,74.8,0,SocialSciences,2.58
1370,0,0.0,58.9,0,STEM,2.37
777,1,0.0,55.4,0,SocialSciences,2.48
242,0,0.0,50.8,0,STEM,1.87
14,1,0.0,51.5,1,STEM,2.18
316,0,0.0,62.5,0,SocialSciences,3.72
601,0,0.0,25.3,0,Humanities,1.38
388,1,7.4,66.5,1,STEM,2.43
1298,0,0.0,67.9,0,STEM,1.99
167,1,18.0,100.0,1,STEM,3.13
841,1,11.6,71.6,0,STEM,2.5
21,0,0.0,60.6,0,SocialSciences,3.14
647,1,9.5,79.9,1,STEM,2.7
1843,1,0.0,60.0,1,STEM,2.93
1509,0,0.0,45.7,1,SocialSciences,1.5
1155,0,0.0,63.3,0,STEM,2.42
1529,0,0.0,70.6,0,Humanities,2.66
832,1,14.4,87.2,0,STEM,3.27
1268,1,10.4,49.4,1,SocialSciences,1.64
1591,0,0.0,57.2,0,SocialSciences,2.6
1900,1,0.0,58.8,1,SocialSciences,2.47
563,0,0.0,62.3,1,SocialSciences,2.97
1952,0,0.0,61.5,1,STEM,2.2
687,1,10.6,62.7,0,SocialSciences,2.77
958,1,14.7,84.0,1,Humanities,2.59
190,0,0.0,50.1,1,Humanities,2.39
1807,0,0.0,62.8,0,SocialSciences,2.92
976,0,0.0,57.2,1,STEM,2.24
700,0,0.0,49.2,0,SocialSciences,2.6
1500,1,13.3,78.8,0,STEM,2.51
1706,1,11.5,79.3,1,STEM,2.88
511,1,5.9,81.5,1,Humanities,3.52
1083,0,0.0,62.0,1,SocialSciences,2.02
475,0,0.0,58.0,1,STEM,2.23
1585,1,0.0,51.5,1,STEM,1.78
857,1,12.0,56.8,0,SocialSciences,2.3
748,1,12.4,62.4,1,STEM,2.14
253,1,0.0,46.0,1,STEM,1.74
22,0,0.0,58.9,0,SocialSciences,2.22
1338,0,0.0,64.8,0,SocialSciences,2.64
460,1,0.0,44.7,1,Humanities,2.47
1185,1,5.7,45.6,0,STEM,2.12
277,1,0.0,34.9,0,SocialSciences,1.67
956,0,0.0,58.0,0,STEM,1.74
1216,0,0.0,63.3,1,Humanities,2.68
386,0,0.0,64.4,0,Humanities,2.81
806,1,0.0,34.4,0,SocialSciences,1.81
1438,1,12.6,84.4,0,SocialSciences,2.92
1516,1,13.3,100.0,1,SocialSciences,3.24
344,1,0.0,49.7,1,SocialSciences,1.86
770,0,0.0,42.3,0,Humanities,2.19
1333,1,0.0,60.4,0,STEM,2.06
1686,0,0.0,76.2,0,Humanities,2.89
131,1,11.3,56.8,0,STEM,2.76
1688,0,0.0,64.9,1,SocialSciences,2.37
872,0,0.0,64.3,1,Humanities,2.03
1124,0,0.0,45.6,1,Humanities,2.49
1397,0,0.0,60.1,1,STEM,2.95
88,1,13.9,100.0,1,SocialSciences,3.15
1483,0,0.0,53.5,1,SocialSciences,2.71
331,1,0.0,53.0,1,STEM,2.37
1239,1,0.0,48.3,0,Humanities,2.48
467,0,0.0,49.7,0,SocialSciences,2.56
122,1,0.0,39.0,1,STEM,2.49
1639,0,0.0,59.5,1,SocialSciences,2.28
1045,1,9.0,72.8,1,SocialSciences,2.19
1725,1,0.0,65.7,0,STEM,2.29
1096,1,12.6,100.0,1,STEM,3.22
1131,0,0.0,64.2,1,SocialSciences,2.23
1295,0,0.0,80.1,1,SocialSciences,2.67
861,1,10.9,77.9,1,Humanities,2.81
1460,0,0.0,59.6,0,SocialSciences,3.37
1127,1,7.7,67.6,0,SocialSciences,3.15
